3354473,2024-01-01 20:00:00.000,4819.75,17027,2052,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354474,2024-01-01 20:00:03.000,4819.75,17027.25,2052,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,9,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354475,2024-01-01 20:00:06.000,4819.75,17027.25,2052,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354476,2024-01-01 20:00:09.000,4820,17027.5,2052.1,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,8,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354477,2024-01-01 20:00:12.000,4820,17027.5,2052.1,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354478,2024-01-01 20:00:15.000,4819.75,17027.25,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,1,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354479,2024-01-01 20:00:18.000,4819.75,17027.25,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,58,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354480,2024-01-01 20:00:21.000,4820,17026.75,2052.3,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,68,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354481,2024-01-01 20:00:24.000,4819.75,17026.5,2052.3,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,165,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354482,2024-01-01 20:00:27.000,4819.75,17027.25,2052.4,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,79,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354483,2024-01-01 20:00:30.000,4819.75,17026.75,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,97,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354484,2024-01-01 20:00:33.000,4819.75,17027.5,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,8,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354485,2024-01-01 20:00:36.000,4819.75,17027.5,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,24,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354486,2024-01-01 20:00:39.000,4819.75,17027.75,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354487,2024-01-01 20:00:42.000,4819.75,17027.75,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354488,2024-01-01 20:00:45.000,4819.75,17027.75,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354489,2024-01-01 20:00:48.000,4819.75,17027,2052.1,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,57,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354490,2024-01-01 20:00:51.000,4819.75,17027,2052.1,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.652
3354491,2024-01-01 20:00:54.000,4819.75,17027,2052.1,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354492,2024-01-01 20:00:57.000,4819.75,17027.5,2052.1,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354493,2024-01-01 20:01:00.000,4819.75,17027,2052.2,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,56,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354494,2024-01-01 20:01:03.000,4819.75,17027,2052.4,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,1,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354495,2024-01-01 20:01:06.000,4819.75,17027,2052.4,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354496,2024-01-01 20:01:09.000,4820,17028,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,14,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354497,2024-01-01 20:01:12.000,4820,17027.5,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,63,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354498,2024-01-01 20:01:15.000,4820,17027.5,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,1,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354499,2024-01-01 20:01:18.000,4820,17027.75,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354500,2024-01-01 20:01:21.000,4820,17027.5,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,58,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354501,2024-01-01 20:01:24.000,4820,17028,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,10,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354502,2024-01-01 20:01:27.000,4820,17027.75,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,81,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354503,2024-01-01 20:01:30.000,4820,17027.75,2052.8,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354504,2024-01-01 20:01:33.000,4820.5,17029,2053,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,53,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354505,2024-01-01 20:01:36.000,4820.5,17028.75,2052.9,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354506,2024-01-01 20:01:39.000,4820.5,17029,2052.9,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,1,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354507,2024-01-01 20:01:42.000,4820.5,17029.5,2052.9,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
3354508,2024-01-01 20:01:45.000,4820.5,17029.25,2053,475.31,409.52,200.71,192.53,376.04,495.22,192.48,37.6,72.03,178.81,83.49,77.39,38.66,40.19,0,98.88,0,12.45,4769.83,1.896,1.302,1.666
